TimeUS,State,Mode
10744182,0,1
10764176,0,1
10784177,0,1
10804184,0,1
10824178,0,1
10844189,0,1
10864184,0,1
10884179,0,1
10904179,0,1
10924176,0,1
10944177,0,1
10964176,0,1
10984179,0,1
11004182,0,1
11024268,0,1
11044181,0,1
11064178,0,1
11084184,0,1
11104176,0,1
11124179,0,1
11144173,0,1
11164180,0,1
11184352,0,1
11204181,0,1
11224181,0,1
11244178,0,1
11264182,0,1
11284179,0,1
11304184,0,1
11324187,0,1
11344181,0,1
11364182,0,1
11384176,0,1
11405190,0,1
11424210,0,1
11444253,0,1
11464176,0,1
11484177,0,1
11504177,0,1
11524181,0,1
11544182,0,1
11564178,0,1
11584177,0,1
11604238,0,1
11624178,0,1
11644179,0,1
11664180,0,1
11684177,0,1
11704182,0,1
11724178,0,1
11744183,0,1
11764180,0,1
11784180,0,1
11804181,0,1
11824183,0,1
11844183,0,1
11864180,0,1
11884339,0,1
11904187,0,1
11924178,0,1
11944174,0,1
11964183,0,1
11984182,0,1
12004247,0,1
12024184,0,1
12044179,0,1
12064213,0,1
12084175,0,1
12104182,0,1
12124180,0,1
12144180,0,1
12164176,0,1
12184189,0,1
12204182,0,1
12224200,0,1
12244181,0,1
12264183,0,1
12284181,0,1
12304199,0,1
12324184,0,1
12344183,0,1
12364177,0,1
12384175,0,1
12404176,0,1
12424178,0,1
12444195,0,1
12464181,0,1
12484178,0,1
12504178,0,1
12524193,0,1
12544179,0,1
12564181,0,1
12584183,0,1
12604590,0,1
12624181,0,1
12644233,0,1
12664176,0,1
12684176,0,1
12704178,0,1
12724189,0,1
12744181,0,1
12764232,0,1
12784181,0,1
12804177,0,1
12824509,0,1
12844186,0,1
12864179,0,1
12884181,0,1
12904176,0,1
12924177,0,1
12944177,0,1
12964178,0,1
12984181,0,1
13004179,0,1
13024649,0,1
13044181,0,1
13064178,0,1
13084566,0,1
13104177,0,1
13124176,0,1
13144196,0,1
13164195,0,1
13184181,0,1
13204202,0,1
13224182,0,1
13244375,0,1
13264179,0,1
13284180,0,1
13304177,0,1
13324540,0,1
13344181,0,1
13364181,0,1
13384190,0,1
13404182,0,1
13424189,0,1
13444229,0,1
13464182,0,1
13484179,0,1
13504178,0,1
13524194,0,1
13544179,0,1
13564187,0,1
13584183,0,1
13604178,0,1
13624198,0,1
13644182,0,1
13664176,0,1
13684179,0,1
13704275,0,1
13724184,0,1
13744183,0,1
13764455,0,1
13784182,0,1
13804180,0,1
13824181,0,1
13844450,0,1
13864183,0,1
13884181,0,1
13904177,0,1
13924189,0,1
13944184,0,1
13964179,0,1
13984180,0,1
14005321,0,1
14024187,0,1
14044257,0,1
14064180,0,1
14084177,0,1
14104177,0,1
14124181,0,1
14144391,0,1
14164204,0,1
14184175,0,1
14204175,0,1
14224183,0,1
14244176,0,1
14264174,0,1
14284174,0,1
14304176,0,1
14324178,0,1
14344249,0,1
14364176,0,1
14384176,0,1
14404178,0,1
14424184,0,1
14444191,0,1
14464176,0,1
14484175,0,1
14504227,0,1
14524182,0,1
14544182,0,1
14564180,0,1
14584185,0,1
14604180,0,1
14624182,0,1
14644183,0,1
14664278,0,1
14684179,0,1
14704180,0,1
14724331,0,1
14744176,0,1
14764157,0,1
14784179,0,1
14804179,0,1
14824180,0,1
14844186,0,1
14864178,0,1
14884177,0,1
14904176,0,1
14924176,0,1
14944266,0,1
14964180,0,1
14984190,0,1
15004186,0,1
15024219,0,1
15044174,0,1
15064178,0,1
15084342,0,1
15104178,0,1
15124189,0,1
15144182,0,1
15164178,0,1
15184181,0,1
15204181,0,1
15224180,0,1
15244179,0,1
15264180,0,1
15284179,0,1
15304179,0,1
15324183,0,1
15344180,0,1
15364239,0,1
15384169,0,1
15404180,0,1
15424178,0,1
15444179,0,1
15464178,0,1
15484177,0,1
15504178,0,1
15524182,0,1
15544176,0,1
15564202,0,1
15584183,0,1
15604176,0,1
15624174,0,1
15644183,0,1
15664181,0,1
15684176,0,1
15704181,0,1
15724183,0,1
15744179,0,1
15764176,0,1
15784177,0,1
15804180,0,1
15824180,0,1
15844179,0,1
15864179,0,1
15884188,0,1
15904179,0,1
15924179,0,1
15944179,0,1
15964196,0,1
15984177,0,1
16004181,0,1
16024186,0,1
16044180,0,1
16064178,0,1
16084192,0,1
16104179,0,1
16124182,0,1
16144182,0,1
16164177,0,1
16184175,0,1
16204175,0,1
16224559,0,1
16244180,0,1
16264177,0,1
16284177,0,1
16304178,0,1
16324178,0,1
16344178,0,1
16364177,0,1
16384177,0,1
16404178,0,1
16424146,0,1
16444183,0,1
16464377,0,1
16484177,0,1
16504182,0,1
16524181,0,1
16544182,0,1
16564187,0,1
16584179,0,1
16604177,0,1
16624180,0,1
16644181,0,1
16664182,0,1
16684189,0,1
16704178,0,1
16724176,0,1
16744182,0,1
16764181,0,1
16784178,0,1
16804178,0,1
16824179,0,1
16844328,0,1
16864176,0,1
16884176,0,1
16904176,0,1
16924177,0,1
16944178,0,1
16964181,0,1
16984177,0,1
17004183,0,1
17024258,0,1
17044230,0,1
17064247,0,1
17084185,0,1
17104212,0,1
17124180,0,1
17144185,0,1
17164179,0,1
17184180,0,1
17204183,0,1
17224181,0,1
17244177,0,1
17264180,0,1
17284189,0,1
17304371,0,1
17324179,0,1
17344179,0,1
17364196,0,1
17384176,0,1
17404181,0,1
17424180,0,1
17444192,0,1
17464176,0,1
17484176,0,1
17504180,0,1
17524241,0,1
17544179,0,1
17564185,0,1
17584177,0,1
17604182,0,1
17624182,0,1
17644178,0,1
17664178,0,1
17684181,0,1
17704187,0,1
17724180,0,1
17744177,0,1
17764207,0,1
17784270,0,1
17804181,0,1
17824183,0,1
17844186,0,1
17864183,0,1
17884176,0,1
17904177,0,1
17924176,0,1
17944179,0,1
17964189,0,1
17984175,0,1
18004183,0,1
18024180,0,1
18044179,0,1
18064180,0,1
18084182,0,1
18104186,0,1
18124178,0,1
18144179,0,1
18164179,0,1
18184174,0,1
18204176,0,1
18224177,0,1
18244197,0,1
18264182,0,1
18284176,0,1
18304178,0,1
18324178,0,1
18344190,0,1
18364178,0,1
18384177,0,1
18404176,0,1
18424177,0,1
18444180,0,1
18464180,0,1
18484179,0,1
18504186,0,1
18524182,0,1
18544183,0,1
18564185,0,1
18584180,0,1
18604182,0,1
18624188,0,1
18644188,0,1
18664217,0,1
18684179,0,1
18704178,0,1
18724177,0,1
18744197,0,1
18764178,0,1
18784176,0,1
18804178,0,1
18824151,0,1
18844177,0,1
18864177,0,1
18884178,0,1
18904176,0,1
18924177,0,1
18944177,0,1
18964179,0,1
18984175,0,1
19004181,0,1
19024183,0,1
19044179,0,1
19064180,0,1
19084295,0,1
19104176,0,1
19124178,0,1
19144183,0,1
19164178,0,1
19184178,0,1
19204175,0,1
19224179,0,1
19244179,0,1
19264211,0,1
19284177,0,1
19304184,0,1
19324179,0,1
19344180,0,1
19364177,0,1
19384176,0,1
19404179,0,1
19424178,0,1
19444180,0,1
19464180,0,1
19484179,0,1
19504454,0,1
19524179,0,1
19544178,0,1
19564176,0,1
19584192,0,1
19604177,0,1
19624178,0,1
19644181,0,1
19664176,0,1
19684176,0,1
19704181,0,1
19724176,0,1
19744176,0,1
19764201,0,1
19784180,0,1
19804179,0,1
19824177,0,1
19844153,0,1
19864307,0,1
19884181,0,1
19904182,0,1
19924179,0,1
19944184,0,1
19964183,0,1
19984178,0,1
20004433,0,1
20024184,0,1
20044194,0,1
20064181,0,1
20084177,0,1
20104178,0,1
20124179,0,1
20144239,0,1
20164180,0,1
20184178,0,1
20204177,0,1
20224176,0,1
20244177,0,1
20264176,0,1
20284177,0,1
20304177,0,1
20324179,0,1
20344187,0,1
20364179,0,1
20384248,0,1
20404176,0,1
20424177,0,1
20444181,0,1
20464181,0,1
20484176,0,1
20504184,0,1
20524182,0,1
20544182,0,1
20564181,0,1
20584183,0,1
20604182,0,1
20624181,0,1
20644184,0,1
20664182,0,1
20684186,0,1
20704177,0,1
20724179,0,1
20744182,0,1
20764180,0,1
20785781,0,1
20804179,0,1
20824178,0,1
20844189,0,1
20864180,0,1
20884192,0,1
20904178,0,1
20924181,0,1
20944197,0,1
20964176,0,1
20984183,0,1
21004180,0,1
21024177,0,1
21044190,0,1
21064180,0,1
21084183,0,1
21104179,0,1
21124176,0,1
21144185,0,1
21164182,0,1
21184181,0,1
21204176,0,1
21224176,0,1
21244177,0,1
21264177,0,1
21284187,0,1
21304180,0,1
21324177,0,1
21344193,0,1
21364177,0,1
21384185,0,1
21404179,0,1
21424182,0,1
21444194,0,1
21464184,0,1
21484245,0,1
21504182,0,1
21524178,0,1
21544180,0,1
21564177,0,1
21584178,0,1
21604182,0,1
21624179,0,1
21644181,0,1
21664178,0,1
21684220,0,1
21704179,0,1
21724192,0,1
21744178,0,1
21764177,0,1
21784175,0,1
21804177,0,1
21824176,0,1
21844178,0,1
21864179,0,1
21884178,0,1
21904182,0,1
21924227,0,1
21944616,0,1
21964282,0,1
21984183,0,1
22004178,0,1
22024182,0,1
22044197,0,1
22064180,0,1
22084209,0,1
22104215,0,1
22124238,0,1
22144163,0,1
22164180,0,1
22184177,0,1
22204132,0,1
22224178,0,1
22244185,0,1
22264196,0,1
22284179,0,1
22304296,0,1
22324183,0,1
22344189,0,1
22364179,0,1
22384178,0,1
22404176,0,1
22424179,0,1
22444186,0,1
22464215,0,1
22484178,0,1
22504182,0,1
22524183,0,1
22544189,0,1
22564183,0,1
22584193,0,1
22604184,0,1
22624183,0,1
22644192,0,1
22664180,0,1
22684178,0,1
22704179,0,1
22724260,0,1
22744182,0,1
22764177,0,1
22784178,0,1
22804177,0,1
22824200,0,1
22844193,0,1
22864181,0,1
22884178,0,1
22904180,0,1
22924180,0,1
22944184,0,1
22964180,0,1
22984180,0,1
23004180,0,1
23024178,0,1
23044171,0,1
23064178,0,1
23084182,0,1
23104177,0,1
23124184,0,1
23144180,0,1
23164176,0,1
23184179,0,1
23204180,0,1
23224182,0,1
23244182,0,1
23264182,0,1
23284181,0,1
23304177,0,1
23324180,0,1
23344188,0,1
23364182,0,1
23384180,0,1
23404178,0,1
23424146,0,1
23444182,0,1
23464206,0,1
23484189,0,1
23504185,0,1
23524179,0,1
23544185,0,1
23564180,0,1
23584183,0,1
23604177,0,1
23624178,0,1
23644177,0,1
23664178,0,1
23684197,0,1
23704176,0,1
23724177,0,1
23744179,0,1
23764179,0,1
23784179,0,1
23804177,0,1
23824180,0,1
23844178,0,1
23864183,0,1
23884183,0,1
23904181,0,1
23924177,0,1
23944184,0,1
23964180,0,1
23984179,0,1
24004181,0,1
24024179,0,1
24044191,0,1
24064179,0,1
24084184,0,1
24104183,0,1
24124244,0,1
24144179,0,1
24164191,0,1
24184183,0,1
24204177,0,1
24224202,0,1
24244181,0,1
24264259,0,1
24284178,0,1
24304176,0,1
24324179,0,1
24344176,0,1
24364180,0,1
24384180,0,1
24404179,0,1
24424178,0,1
24444185,0,1
24464182,0,1
24484176,0,1
24504179,0,1
24524183,0,1
24544178,0,1
24564186,0,1
24584425,0,1
24604181,0,1
24624179,0,1
24644194,0,1
24664184,0,1
24684177,0,1
24704176,0,1
24724179,0,1
24744181,0,1
24764181,0,1
24784187,0,1
24804174,0,1
24824174,0,1
24844381,0,1
24864181,0,1
24884252,0,1
24904176,0,1
24924178,0,1
24944180,0,1
24964552,0,1
24984180,0,1
25004178,0,1
25024211,0,1
25044180,0,1
25064309,0,1
25084182,0,1
25104182,0,1
25124184,0,1
25144179,0,1
25164274,0,1
25184178,0,1
25204177,0,1
25224200,0,1
25244180,0,1
25264178,0,1
25284289,0,1
25304178,0,1
25324178,0,1
25344180,0,1
25364179,0,1
25384179,0,1
25404178,0,1
25424175,0,1
25444177,0,1
25464178,0,1
25484178,0,1
25504204,0,1
25524184,0,1
25544178,0,1
25564178,0,1
25584181,0,1
25604178,0,1
25624179,0,1
25644331,0,1
25664179,0,1
25684398,0,1
25704177,0,1
25724178,0,1
25744179,0,1
25764179,0,1
25784178,0,1
25804178,0,1
25824178,0,1
25844176,0,1
25864494,0,1
25884179,0,1
25904178,0,1
25924175,0,1
25944180,0,1
25964179,0,1
25984134,0,1
26004178,0,1
26024177,0,1
26044177,0,1
26064154,0,1
26084178,0,1
26104177,0,1
26124176,0,1
26144179,0,1
26164180,0,1
26184180,0,1
26204178,0,1
26224179,0,1
26244183,0,1
26264180,0,1
26284181,0,1
26304180,0,1
26324177,0,1
26344178,0,1
26364179,0,1
26384164,0,1
26404178,0,1
26424186,0,1
26444181,0,1
26464250,0,1
26484180,0,1
26504184,0,1
26524179,0,1
26544181,0,1
26564187,0,1
26584181,0,1
26604177,0,1
26624176,0,1
26644175,0,1
26664387,0,1
26684176,0,1
26704177,0,1
26724176,0,1
26744182,0,1
26764179,0,1
26784177,0,1
26804176,0,1
26824177,0,1
26844179,0,1
26864352,0,1
26884180,0,1
26904218,0,1
26924177,0,1
26944177,0,1
26964176,0,1
26984183,0,1
27004181,0,1
27024179,0,1
27044179,0,1
27064180,0,1
27084182,0,1
27104180,0,1
27124182,0,1
27144263,0,1
27164180,0,1
27184180,0,1
27204178,0,1
27224176,0,1
27244177,0,1
27264180,0,1
27284179,0,1
27304177,0,1
27324180,0,1
27344181,0,1
27364182,0,1
27384180,0,1
27404181,0,1
27424183,0,1
27444177,0,1
27464180,0,1
27484182,0,1
27504177,0,1
27524180,0,1
27544179,0,1
27564179,0,1
27584500,0,1
27604181,0,1
27624183,0,1
27644183,0,1
27664187,0,1
27684180,0,1
27704385,0,1
27724185,0,1
27744220,0,1
27764183,0,1
27784178,0,1
27804176,0,1
27824183,0,1
27844384,0,1
27864180,0,1
27884179,0,1
27904177,0,1
27924178,0,1
27944184,0,1
27964178,0,1
27984178,0,1
28004255,0,1
28024183,0,1
28044177,0,1
28064177,0,1
28084178,0,1
28104183,0,1
28124182,0,1
28144302,0,1
28164179,0,1
28184177,0,1
28204182,0,1
28224178,0,1
28244177,0,1
28264179,0,1
28284186,0,1
28304176,0,1
28324178,0,1
28344179,0,1
28364177,0,1
28384379,0,1
28404177,0,1
28424202,0,1
28444179,0,1
28464187,0,1
28484178,0,1
28504177,0,1
28524184,0,1
28544179,0,1
28564176,0,1
28584176,0,1
28604180,0,1
28624199,0,1
28644176,0,1
28664183,0,1
28684195,0,1
28704177,0,1
28724357,0,1
28744180,0,1
28764179,0,1
28784177,0,1
28804180,0,1
28824180,0,1
28844147,0,1
28864181,0,1
28884179,0,1
28904177,0,1
28924176,0,1
28944177,0,1
28964181,0,1
28984179,0,1
29004182,0,1
29024177,0,1
29044177,0,1
29064184,0,1
29084180,0,1
29104176,0,1
29124177,0,1
29144178,0,1
29164181,0,1
29184182,0,1
29204180,0,1
29224179,0,1
29244256,0,1
29264143,0,1
29284179,0,1
29304176,0,1
29324176,0,1
29344180,0,1
29364177,0,1
29384167,0,1
29404176,0,1
29424176,0,1
29444176,0,1
29464177,0,1
29484351,0,1
29504182,0,1
29524176,0,1
29544233,0,1
29564183,0,1
29584178,0,1
29604174,0,1
29624181,0,1
29646805,0,1
29664184,0,1
29684177,0,1
29704179,0,1
29724181,0,1
29744181,0,1
29764182,0,1
29784181,0,1
29804180,0,1
29824177,0,1
29844179,0,1
29864176,0,1
29884303,0,1
29904177,0,1
29924178,0,1
29944225,0,1
29964389,0,1
29984179,0,1
30004187,0,1
30024178,0,1
30044181,0,1
30064179,0,1
30084181,0,1
30104185,0,1
30124181,0,1
30144176,0,1
30164186,0,1
30184176,0,1
30204193,0,1
30224176,0,1
30244176,0,1
30264265,0,1
30284182,0,1
30304264,0,1
30324178,0,1
30344158,0,1
30364181,0,1
30384179,0,1
30404180,0,1
30424185,0,1
30444178,0,1
30464192,0,1
30484181,0,1
30504180,0,1
30524188,0,1
30544179,0,1
30564200,0,1
30584184,0,1
30604181,0,1
30624178,0,1
30644176,0,1
30664181,0,1
30684177,0,1
30704175,0,1
30724179,0,1
30744177,0,1
30764178,0,1
30784251,0,1
30804179,0,1
30824190,0,1
30844177,0,1
30864191,0,1
30884282,0,1
30904182,0,1
30924178,0,1
30944186,0,1
30964199,0,1
30984182,0,1
31004179,0,1
31024185,0,1
31044180,0,1
31064182,0,1
31084183,0,1
31104183,0,1
31124179,0,1
31144180,0,1
31164184,0,1
31184179,0,1
31204183,0,1
31224181,0,1
31244179,0,1
31264515,0,1
31284178,0,1
31304177,0,1
31324393,0,1
31344179,0,1
31364179,0,1
31384192,0,1
31404179,0,1
31424179,0,1
31444180,0,1
31464181,0,1
31484178,0,1
31504177,0,1
31524461,0,1
31544177,0,1
31564179,0,1
31584180,0,1
31604177,0,1
31624184,0,1
31644178,0,1
31664183,0,1
31684181,0,1
31704180,0,1
31724401,0,1
31744178,0,1
31764179,0,1
31784181,0,1
31804180,0,1
31824181,0,1
31844178,0,1
31864184,0,1
31884191,0,1
31904176,0,1
31924178,0,1
31944154,0,1
31964182,0,1
31984180,0,1
32004180,0,1
32024181,0,1
32044174,0,1
32064177,0,1
32084189,0,1
32104181,0,1
32124145,0,1
32144192,0,1
32164176,0,1
32184180,0,1
32204176,0,1
32224175,0,1
32244176,0,1
32264185,0,1
32284264,0,1
32304177,0,1
32324179,0,1
32344176,0,1
32364183,0,1
32384176,0,1
32404178,0,1
32424178,0,1
32444177,0,1
32464180,0,1
32484180,0,1
32504181,0,1
32524279,0,1
32544191,0,1
32564187,0,1
32584133,0,1
32604179,0,1
32624181,0,1
32644176,0,1
32664179,0,1
32684183,0,1
32704182,0,1
32724181,0,1
32744255,0,1
32764181,0,1
32784180,0,1
32804180,0,1
32824192,0,1
32844179,0,1
32864178,0,1
32884180,0,1
32904177,0,1
32924177,0,1
32944178,0,1
32964177,0,1
32984182,0,1
33004178,0,1
33024181,0,1
33044777,0,1
33064182,0,1
33084181,0,1
33104178,0,1
33124179,0,1
33144178,0,1
33164187,0,1
33184179,0,1
33204181,0,1
33224182,0,1
33244179,0,1
33264182,0,1
33284182,0,1
33304184,0,1
33324177,0,1
33344179,0,1
33364184,0,1
33384178,0,1
33404177,0,1
33424178,0,1
33444176,0,1
33464179,0,1
33484183,0,1
33504178,0,1
33524180,0,1
33544180,0,1
33564188,0,1
33584182,0,1
33604178,0,1
33624178,0,1
33644273,0,1
33664446,0,1
33684188,0,1
33704179,0,1
33724176,0,1
33744180,0,1
33764178,0,1
33784298,0,1
33804184,0,1
33824182,0,1
33844180,0,1
33864325,0,1
33884272,0,1
33904179,0,1
33924181,0,1
33944178,0,1
33964179,0,1
33984178,0,1
34004190,0,1
34024195,0,1
34044184,0,1
34064178,0,1
34084193,0,1
34104181,0,1
34124183,0,1
34144191,0,1
34164177,0,1
34184178,0,1
34204194,0,1
34224190,0,1
34244200,0,1
34264180,0,1
34284196,0,1
34304146,0,1
34324176,0,1
34344179,0,1
34364177,0,1
34384180,0,1
34404180,0,1
34424177,0,1
34444179,0,1
34464170,0,1
34484357,0,1
34504184,0,1
34524181,0,1
34544180,0,1
34564183,0,1
34584181,0,1
34604258,0,1
34624177,0,1
34644180,0,1
34664182,0,1
34684179,0,1
34704179,0,1
34724181,0,1
34744182,0,1
34764188,0,1
34784182,0,1
34804182,0,1
34824179,0,1
34844178,0,1
34864181,0,1
34884295,0,1
34904205,0,1
34924175,0,1
34944338,0,1
34964184,0,1
34984363,0,1
35004178,0,1
